pred_fun,sim_fun,sim_th1,sim_th2,lmb,lev_th,mean_err,std_err,max_err,mean_time
basePred,pearsonSimilarity,,0.0,,,0.5627319590677159,0.5400900887187599,2.6359233559778388,0.7232796859741211
basePred,pearsonSimilarity,,0.1,,,0.5605928691758661,0.5986501486327441,3.127533796569629,0.5572017478942871
basePred,pearsonSimilarity,,0.2,,,0.5795777620150756,0.6451591903474617,4.0,0.6305544662475586
basePred,pearsonSimilarity,,0.30000000000000004,,,0.6849326548512882,0.9261498167163349,4.0,0.6656105041503906
basePred,pearsonSimilarity,,0.4,,,0.9991104035206212,1.262382912693452,5.0,0.6984070253372192
basePred,pearsonSimilarity,,0.5,,,1.390031124268334,1.5211175611582026,5.0,0.6999799585342408
