pred_fun,sim_fun,k1,k2,lmb,lev_th,mean_err,std_err,max_err,mean_time
basePred,pearsonSimilarity,20,,,,0.40194033945956603,0.33524502697704983,1.4102943034247404,0.8982288408279419
basePred,cosineSimilarity,20,,,,0.6027121650570983,0.548763692960983,2.2177195587210567,0.7034480428695679
basePred,jaccardSimilarity,20,,,,0.6313131989399039,0.6066991201547594,2.2865291123600002,0.45703376293182374
basePred,euclideanDistance,20,,,,0.4971567512602788,0.4009614534738037,1.5837714184683147,0.7240718030929565
basePred,manhattanDistance,20,,,,0.5034289024587365,0.4141688141541425,1.668168100140882,0.7039672374725342
