pred_fun,sim_fun,k1,k2,lmb,lev_th,mean_err,std_err,max_err,mean_time
recursivePred,pearsonSimilarity,20,5,0.1,0,0.5216545935665444,0.6064595794016476,4.0,0.16387190341949462
recursivePred,pearsonSimilarity,20,5,0.1,1,0.40194033945956603,0.33524502697704983,1.4102943034247404,0.884108943939209
recursivePred,pearsonSimilarity,20,5,0.1,2,0.41866399882358984,0.33748328177024883,1.4151771003911966,3.4234013605117797
