pred_fun,sim_fun,k1,k2,lmb,lev_th,mean_err,std_err,max_err,mean_time
basePred,pearsonSimilarity,20,,,,0.5216545935665444,0.6064595794016476,4.0,0.16811919689178467
basePred,cosineSimilarity,20,,,,0.6893134053388019,0.7215016271174554,4.0,0.1251249408721924
basePred,jaccardSimilarity,20,,,,0.7763142805151402,0.7269649550511544,4.0,0.12055883884429931
basePred,euclideanDistance,20,,,,0.6911297528973612,0.7115961608194065,4.0,0.12914459228515626
basePred,manhattanDistance,20,,,,0.7149488925369972,0.7204149267611002,4.0,0.12908371925354004
